[11-Oct-2015 08:04:34 Asia/Calcutta] PHP Warning:  include_once(): Failed opening '/home/saurabh/net/application/views/admins/removepage.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /home/saurabh/net/library/template.class.php on line 73
[11-Oct-2015 08:06:46 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:25:43 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Notice:  Undefined index: name in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Notice:  Undefined index: name in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Notice:  Undefined index: name in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Notice:  Undefined index: name in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Notice:  Undefined index: name in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:28:13 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:29:41 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:29:41 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:29:42 Asia/Calcutta] PHP Warning:  unlink(/home/saurabh/net/tmp/log/watchdog_9c2b568f832e91f8846a301d7524584a): No such file or directory in /home/saurabh/net/library/watchdog.class.php on line 181
[11-Oct-2015 08:31:44 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:31:44 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:31:44 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:31:44 Asia/Calcutta] PHP Warning:  unlink(/home/saurabh/net/tmp/log/watchdog_402a9f81312d08a01674bc331d378471): No such file or directory in /home/saurabh/net/library/watchdog.class.php on line 181
[11-Oct-2015 08:31:44 Asia/Calcutta] PHP Warning:  unlink(/home/saurabh/net/tmp/log/watchdog_402a9f81312d08a01674bc331d378471): No such file or directory in /home/saurabh/net/library/watchdog.class.php on line 181
[11-Oct-2015 08:47:24 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:47:24 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:47:24 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
[11-Oct-2015 08:47:24 Asia/Calcutta] PHP Warning:  unlink(/home/saurabh/net/tmp/log/watchdog_2d66d83377e409096b4683ff33a2f34f): No such file or directory in /home/saurabh/net/library/watchdog.class.php on line 181
[11-Oct-2015 08:47:25 Asia/Calcutta] PHP Warning:  unlink(/home/saurabh/net/tmp/log/watchdog_2d66d83377e409096b4683ff33a2f34f): No such file or directory in /home/saurabh/net/library/watchdog.class.php on line 181
[09-Nov-2015 11:14:25 Asia/Calcutta] PHP Strict Standards:  Only variables should be passed by reference in /home/saurabh/net/library/media.class.php on line 98
